Date,Close
15/04/2020 16:00:00,"145,98"
16/04/2020 16:00:00,"134,24"
17/04/2020 16:00:00,154
20/04/2020 16:00:00,"143,61"
21/04/2020 16:00:00,"136,33"
22/04/2020 16:00:00,"134,97"
23/04/2020 16:00:00,"137,74"
24/04/2020 16:00:00,"128,98"
27/04/2020 16:00:00,"128,68"
28/04/2020 16:00:00,"131,3"
29/04/2020 16:00:00,139
30/04/2020 16:00:00,"141,02"
1/05/2020 16:00:00,"133,37"
4/05/2020 16:00:00,"131,46"
5/05/2020 16:00:00,"125,4"
6/05/2020 16:00:00,"121,86"
7/05/2020 16:00:00,"128,65"
8/05/2020 16:00:00,"133,44"
11/05/2020 16:00:00,"128,91"
12/05/2020 16:00:00,"125,22"
13/05/2020 16:00:00,"121,5"
14/05/2020 16:00:00,"122,52"
15/05/2020 16:00:00,120
18/05/2020 16:00:00,"135,44"
19/05/2020 16:00:00,"130,44"
20/05/2020 16:00:00,"133,32"
21/05/2020 16:00:00,139
22/05/2020 16:00:00,"137,53"
26/05/2020 16:00:00,"144,73"
27/05/2020 16:00:00,"149,52"
28/05/2020 16:00:00,"149,82"
29/05/2020 16:00:00,"145,85"
1/06/2020 16:00:00,"151,39"
2/06/2020 16:00:00,"153,31"
3/06/2020 16:00:00,"173,16"
4/06/2020 16:00:00,"184,3"
5/06/2020 16:00:00,"205,43"
8/06/2020 16:00:00,"230,5"
9/06/2020 16:00:00,"216,74"
10/06/2020 16:00:00,"203,41"
11/06/2020 16:00:00,170
12/06/2020 16:00:00,"189,51"
15/06/2020 16:00:00,"190,94"
16/06/2020 16:00:00,"197,77"
17/06/2020 16:00:00,"192,54"
18/06/2020 16:00:00,"192,29"
19/06/2020 16:00:00,"187,02"
22/06/2020 16:00:00,"188,52"
23/06/2020 16:00:00,"187,88"
24/06/2020 16:00:00,"176,69"
25/06/2020 16:00:00,"174,88"
26/06/2020 16:00:00,"170,01"
29/06/2020 16:00:00,"194,49"
30/06/2020 16:00:00,"183,3"
1/07/2020 16:00:00,"180,32"
2/07/2020 16:00:00,"180,81"
6/07/2020 16:00:00,"187,91"
7/07/2020 16:00:00,"178,88"
8/07/2020 16:00:00,"180,08"
9/07/2020 16:00:00,"173,28"
10/07/2020 16:00:00,"178,44"
13/07/2020 16:00:00,"175,65"
14/07/2020 16:00:00,"179,96"
15/07/2020 16:00:00,"187,94"
16/07/2020 16:00:00,"178,7"
17/07/2020 16:00:00,"175,66"
20/07/2020 16:00:00,"174,42"
21/07/2020 16:00:00,"178,63"
22/07/2020 16:00:00,"179,79"
23/07/2020 16:00:00,"176,45"
24/07/2020 16:00:00,"173,76"
27/07/2020 16:00:00,"170,21"
28/07/2020 16:00:00,"170,84"
29/07/2020 16:00:00,"166,01"
30/07/2020 16:00:00,"161,95"
31/07/2020 16:00:00,158
3/08/2020 16:00:00,"162,27"
4/08/2020 16:00:00,"165,07"
5/08/2020 16:00:00,"174,28"
6/08/2020 16:00:00,"172,2"
7/08/2020 16:00:00,"170,02"
10/08/2020 16:00:00,"179,41"
11/08/2020 16:00:00,"180,13"
12/08/2020 16:00:00,"175,44"
13/08/2020 16:00:00,"174,73"
14/08/2020 16:00:00,"178,08"
17/08/2020 16:00:00,"172,01"
18/08/2020 16:00:00,"170,23"
19/08/2020 16:00:00,"169,27"
20/08/2020 16:00:00,"169,58"
21/08/2020 16:00:00,"167,5"
24/08/2020 16:00:00,"178,27"
25/08/2020 16:00:00,"174,73"
26/08/2020 16:00:00,"171,9"
27/08/2020 16:00:00,"174,2"
28/08/2020 16:00:00,"175,8"
31/08/2020 16:00:00,"171,82"
1/09/2020 16:00:00,"172,1"
2/09/2020 16:00:00,"174,78"
3/09/2020 16:00:00,"168,77"
4/09/2020 16:00:00,"171,05"
8/09/2020 16:00:00,"161,08"
9/09/2020 16:00:00,"160,78"
10/09/2020 16:00:00,"157,69"
11/09/2020 16:00:00,"160,23"
14/09/2020 16:00:00,"165,35"
15/09/2020 16:00:00,"163,49"
16/09/2020 16:00:00,"167,46"
17/09/2020 16:00:00,"167,53"
18/09/2020 16:00:00,"161,14"
21/09/2020 16:00:00,"156,35"
22/09/2020 16:00:00,"156,8"
23/09/2020 16:00:00,"151,18"
24/09/2020 16:00:00,"146,05"
25/09/2020 16:00:00,"156,03"
28/09/2020 16:00:00,"166,08"
29/09/2020 16:00:00,"163,6"
30/09/2020 16:00:00,"165,26"
1/10/2020 16:00:00,"167,86"
2/10/2020 16:00:00,"168,08"
5/10/2020 16:00:00,"171,2"
6/10/2020 16:00:00,"159,54"
7/10/2020 16:00:00,"164,61"
8/10/2020 16:00:00,168
9/10/2020 16:00:00,"167,33"
12/10/2020 16:00:00,"167,35"
13/10/2020 16:00:00,"162,14"
14/10/2020 16:00:00,"163,24"
15/10/2020 16:00:00,"164,24"
16/10/2020 16:00:00,"167,35"
19/10/2020 16:00:00,"167,11"
20/10/2020 16:00:00,"167,24"
21/10/2020 16:00:00,"163,86"
22/10/2020 16:00:00,"169,07"
23/10/2020 16:00:00,"167,36"
26/10/2020 16:00:00,"160,83"
27/10/2020 16:00:00,"155,24"
28/10/2020 16:00:00,"148,14"
29/10/2020 16:00:00,"148,29"
30/10/2020 16:00:00,"144,39"
2/11/2020 16:00:00,"148,6"
3/11/2020 16:00:00,"153,65"
4/11/2020 16:00:00,"151,63"
5/11/2020 16:00:00,"157,09"
6/11/2020 16:00:00,"157,74"
9/11/2020 16:00:00,"179,36"
10/11/2020 16:00:00,"188,69"
11/11/2020 16:00:00,"182,15"
12/11/2020 16:00:00,"176,72"
13/11/2020 16:00:00,"187,11"
16/11/2020 16:00:00,"202,4"
17/11/2020 16:00:00,"210,05"
18/11/2020 16:00:00,"203,3"
19/11/2020 16:00:00,"205,67"
20/11/2020 16:00:00,"199,62"
23/11/2020 16:00:00,"211,53"
24/11/2020 16:00:00,"218,49"
25/11/2020 16:00:00,"217,61"
27/11/2020 13:00:00,"216,5"
30/11/2020 16:00:00,"210,71"
1/12/2020 16:00:00,"213,01"
2/12/2020 16:00:00,"223,85"
3/12/2020 16:00:00,"237,2"
4/12/2020 16:00:00,"232,71"
7/12/2020 16:00:00,"238,17"
8/12/2020 16:00:00,"236,57"
9/12/2020 16:00:00,"232,06"
10/12/2020 16:00:00,"234,43"
11/12/2020 16:00:00,"230,33"
14/12/2020 16:00:00,"228,62"
15/12/2020 16:00:00,"229,5"
16/12/2020 16:00:00,"225,87"
17/12/2020 16:00:00,"221,24"
18/12/2020 16:00:00,"219,75"
21/12/2020 16:00:00,"219,31"
22/12/2020 16:00:00,"218,78"
23/12/2020 16:00:00,"219,69"
24/12/2020 13:00:00,"217,15"
28/12/2020 16:00:00,"216,09"
29/12/2020 16:00:00,"216,25"
30/12/2020 16:00:00,"216,67"
31/12/2020 16:00:00,"214,06"
4/01/2021 16:00:00,"202,72"
5/01/2021 16:00:00,"211,63"
6/01/2021 16:00:00,"211,03"
7/01/2021 16:00:00,"212,71"
8/01/2021 16:00:00,"209,9"
11/01/2021 16:00:00,"206,79"
12/01/2021 16:00:00,"208,41"
13/01/2021 16:00:00,"207,21"
14/01/2021 16:00:00,"209,91"
15/01/2021 16:00:00,"204,32"
19/01/2021 16:00:00,"210,71"
20/01/2021 16:00:00,"211,45"
21/01/2021 16:00:00,"207,41"
22/01/2021 16:00:00,"205,84"
25/01/2021 16:00:00,"203,36"
26/01/2021 16:00:00,"202,06"
27/01/2021 16:00:00,"194,03"
28/01/2021 16:00:00,"197,23"
29/01/2021 16:00:00,"194,19"
1/02/2021 16:00:00,"195,84"
2/02/2021 16:00:00,"200,94"
3/02/2021 16:00:00,"207,39"
4/02/2021 16:00:00,"210,64"
5/02/2021 16:00:00,"207,93"
8/02/2021 16:00:00,"211,95"
9/02/2021 16:00:00,"215,12"
10/02/2021 16:00:00,"211,92"
11/02/2021 16:00:00,"210,66"
12/02/2021 16:00:00,"210,98"
16/02/2021 16:00:00,"217,18"
17/02/2021 16:00:00,"215,52"
18/02/2021 16:00:00,"208,48"
19/02/2021 16:00:00,"217,47"
22/02/2021 16:00:00,"212,88"
23/02/2021 16:00:00,"212,12"
24/02/2021 16:00:00,"229,34"
25/02/2021 16:00:00,"216,45"
26/02/2021 16:00:00,"212,01"
1/03/2021 16:00:00,"224,39"
2/03/2021 16:00:00,"223,14"
3/03/2021 16:00:00,"228,56"
4/03/2021 16:00:00,"224,71"
5/03/2021 16:00:00,"223,22"
8/03/2021 16:00:00,"224,03"
9/03/2021 16:00:00,"230,61"
10/03/2021 16:00:00,"245,34"
11/03/2021 16:00:00,252
12/03/2021 16:00:00,"269,19"
15/03/2021 16:00:00,"265,63"
16/03/2021 16:00:00,"255,21"
17/03/2021 16:00:00,"263,59"
18/03/2021 16:00:00,"256,06"
19/03/2021 16:00:00,"255,82"
22/03/2021 16:00:00,"251,23"
23/03/2021 16:00:00,"241,25"
24/03/2021 16:00:00,"239,24"
25/03/2021 16:00:00,"247,19"
26/03/2021 16:00:00,"244,87"
29/03/2021 16:00:00,"250,52"
30/03/2021 16:00:00,"252,01"
31/03/2021 16:00:00,"254,72"
1/04/2021 16:00:00,"252,96"
5/04/2021 16:00:00,"259,36"
6/04/2021 16:00:00,"255,17"
7/04/2021 16:00:00,"252,58"
8/04/2021 16:00:00,"254,95"
9/04/2021 16:00:00,"252,36"
12/04/2021 16:00:00,"249,52"
13/04/2021 16:00:00,"253,27"
14/04/2021 16:00:00,"252,43"
