Date,Close
15/04/2020 16:00:00,"107,95"
16/04/2020 16:00:00,"108,31"
17/04/2020 16:00:00,"111,85"
20/04/2020 16:00:00,"112,17"
21/04/2020 16:00:00,"107,54"
22/04/2020 16:00:00,"115,19"
23/04/2020 16:00:00,"115,24"
24/04/2020 16:00:00,"120,18"
27/04/2020 16:00:00,"120,53"
28/04/2020 16:00:00,"116,14"
29/04/2020 16:00:00,"123,58"
30/04/2020 16:00:00,123
1/05/2020 16:00:00,"120,61"
4/05/2020 16:00:00,"123,66"
5/05/2020 16:00:00,"125,43"
6/05/2020 16:00:00,"128,31"
7/05/2020 16:00:00,"146,29"
8/05/2020 16:00:00,"144,96"
11/05/2020 16:00:00,"143,96"
12/05/2020 16:00:00,"141,03"
13/05/2020 16:00:00,"143,73"
14/05/2020 16:00:00,"144,41"
15/05/2020 16:00:00,"145,51"
18/05/2020 16:00:00,"146,24"
19/05/2020 16:00:00,"145,39"
20/05/2020 16:00:00,"150,94"
21/05/2020 16:00:00,"148,22"
22/05/2020 16:00:00,"150,86"
26/05/2020 16:00:00,147
27/05/2020 16:00:00,"145,96"
28/05/2020 16:00:00,"148,79"
29/05/2020 16:00:00,"155,01"
1/06/2020 16:00:00,"154,53"
2/06/2020 16:00:00,"157,49"
3/06/2020 16:00:00,"156,78"
4/06/2020 16:00:00,"154,6"
5/06/2020 16:00:00,156
8/06/2020 16:00:00,"156,09"
9/06/2020 16:00:00,"156,86"
10/06/2020 16:00:00,"159,91"
11/06/2020 16:00:00,"153,04"
12/06/2020 16:00:00,"155,26"
15/06/2020 16:00:00,"157,55"
16/06/2020 16:00:00,"161,22"
17/06/2020 16:00:00,"163,83"
18/06/2020 16:00:00,"168,05"
19/06/2020 16:00:00,"164,36"
22/06/2020 16:00:00,"170,26"
23/06/2020 16:00:00,"172,79"
24/06/2020 16:00:00,168
25/06/2020 16:00:00,"172,5"
26/06/2020 16:00:00,"170,87"
29/06/2020 16:00:00,"168,35"
30/06/2020 16:00:00,"174,23"
1/07/2020 16:00:00,"177,43"
2/07/2020 16:00:00,"177,21"
6/07/2020 16:00:00,"176,18"
7/07/2020 16:00:00,"177,28"
8/07/2020 16:00:00,"181,57"
9/07/2020 16:00:00,"183,23"
10/07/2020 16:00:00,"178,4"
13/07/2020 16:00:00,"171,51"
14/07/2020 16:00:00,"172,3"
15/07/2020 16:00:00,"172,06"
16/07/2020 16:00:00,"169,81"
17/07/2020 16:00:00,"173,92"
20/07/2020 16:00:00,"178,82"
21/07/2020 16:00:00,"175,58"
22/07/2020 16:00:00,"178,42"
23/07/2020 16:00:00,"173,86"
24/07/2020 16:00:00,"172,56"
27/07/2020 16:00:00,"177,98"
28/07/2020 16:00:00,"176,27"
29/07/2020 16:00:00,"184,6"
30/07/2020 16:00:00,"192,51"
31/07/2020 16:00:00,"196,07"
3/08/2020 16:00:00,"197,07"
4/08/2020 16:00:00,"197,33"
5/08/2020 16:00:00,"202,91"
6/08/2020 16:00:00,"204,09"
7/08/2020 16:00:00,"198,63"
10/08/2020 16:00:00,"193,32"
11/08/2020 16:00:00,"189,03"
12/08/2020 16:00:00,"191,32"
13/08/2020 16:00:00,"193,07"
14/08/2020 16:00:00,"191,46"
17/08/2020 16:00:00,"196,29"
18/08/2020 16:00:00,"194,57"
19/08/2020 16:00:00,"192,44"
20/08/2020 16:00:00,"198,18"
21/08/2020 16:00:00,"196,79"
24/08/2020 16:00:00,"198,88"
25/08/2020 16:00:00,"201,67"
26/08/2020 16:00:00,"203,48"
27/08/2020 16:00:00,"204,34"
28/08/2020 16:00:00,"204,48"
31/08/2020 16:00:00,"204,14"
1/09/2020 16:00:00,"208,93"
2/09/2020 16:00:00,"210,82"
3/09/2020 16:00:00,"204,99"
4/09/2020 16:00:00,"191,84"
8/09/2020 16:00:00,"185,95"
9/09/2020 16:00:00,"194,6"
10/09/2020 16:00:00,"190,09"
11/09/2020 16:00:00,184
14/09/2020 16:00:00,"186,96"
15/09/2020 16:00:00,"186,02"
16/09/2020 16:00:00,"180,91"
17/09/2020 16:00:00,"175,79"
18/09/2020 16:00:00,"176,07"
21/09/2020 16:00:00,"183,21"
22/09/2020 16:00:00,"187,78"
23/09/2020 16:00:00,"181,61"
24/09/2020 16:00:00,"182,19"
25/09/2020 16:00:00,"187,25"
28/09/2020 16:00:00,"192,02"
29/09/2020 16:00:00,"194,5"
30/09/2020 16:00:00,"197,03"
1/10/2020 16:00:00,"196,94"
2/10/2020 16:00:00,"191,91"
5/10/2020 16:00:00,"196,85"
6/10/2020 16:00:00,"191,66"
7/10/2020 16:00:00,"194,61"
8/10/2020 16:00:00,"193,06"
9/10/2020 16:00:00,"197,27"
12/10/2020 16:00:00,"201,51"
13/10/2020 16:00:00,"207,74"
14/10/2020 16:00:00,"203,6"
15/10/2020 16:00:00,"203,14"
16/10/2020 16:00:00,"204,45"
19/10/2020 16:00:00,"200,06"
20/10/2020 16:00:00,"201,96"
21/10/2020 16:00:00,"213,07"
22/10/2020 16:00:00,"203,93"
23/10/2020 16:00:00,"203,04"
26/10/2020 16:00:00,"197,22"
27/10/2020 16:00:00,"200,43"
28/10/2020 16:00:00,"192,31"
29/10/2020 16:00:00,"195,04"
30/10/2020 16:00:00,"186,13"
2/11/2020 16:00:00,"187,76"
3/11/2020 16:00:00,"179,81"
4/11/2020 16:00:00,"194,29"
5/11/2020 16:00:00,"204,56"
6/11/2020 16:00:00,"202,73"
